Date;Filière;Valeur (TWh);Nature
2024-02;"Renewable thermal and waste ";0,870658639874;Données Consolidées
2024-03;"Renewable thermal and waste ";0,903700618976;Données Consolidées
2024-04;"Renewable thermal and waste ";0,839208074784;Données Consolidées
2024-05;"Renewable thermal and waste ";0,898534346472;Données Consolidées
2024-06;"Renewable thermal and waste ";0,83337371857;Données Consolidées
2024-07;"Renewable thermal and waste ";0,923062967395;Données Consolidées
2024-08;"Renewable thermal and waste ";0,918785179742;Données Consolidées
2024-09;"Renewable thermal and waste ";0,847023526848;Données Consolidées
2024-10;"Renewable thermal and waste ";0,826392958576;Données Consolidées
2024-11;"Renewable thermal and waste ";0,878254279058;Données Consolidées
2024-12;"Renewable thermal and waste ";0,924853472619;Données Consolidées
2025-01;"Renewable thermal and waste ";0,90377512063;Données Consolidées
2025-02;"Renewable thermal and waste ";0,84574776602;Données Consolidées
2025-03;"Renewable thermal and waste ";0,7119825;Données provisoires
1995-01;"Total generation";48,32;Données Consolidées
1995-02;"Total generation";39,49;Données Consolidées
1995-03;"Total generation";44,41;Données Consolidées
1995-04;"Total generation";38,4;Données Consolidées
1995-05;"Total generation";36,53;Données Consolidées
1995-06;"Total generation";35,27;Données Consolidées
1995-07;"Total generation";35,98;Données Consolidées
1995-08;"Total generation";34,21;Données Consolidées
1995-09;"Total generation";35,45;Données Consolidées
1995-10;"Total generation";37,35;Données Consolidées
1995-11;"Total generation";41,81;Données Consolidées
1995-12;"Total generation";44,15;Données Consolidées
1996-01;"Total generation";47,75;Données Consolidées
1996-02;"Total generation";45,87;Données Consolidées
1996-03;"Total generation";44,59;Données Consolidées
1996-04;"Total generation";39,58;Données Consolidées
1996-05;"Total generation";37,73;Données Consolidées
1996-06;"Total generation";35,21;Données Consolidées
1996-07;"Total generation";36,66;Données Consolidées
1996-08;"Total generation";33,79;Données Consolidées
1996-09;"Total generation";36,25;Données Consolidées
1996-10;"Total generation";40,84;Données Consolidées
1996-11;"Total generation";43,56;Données Consolidées
1996-12;"Total generation";47,99;Données Consolidées
1997-01;"Total generation";49,59;Données Consolidées
1997-02;"Total generation";41,36;Données Consolidées
1997-03;"Total generation";40,28;Données Consolidées
1997-04;"Total generation";39,84;Données Consolidées
1997-05;"Total generation";36,94;Données Consolidées
1997-06;"Total generation";35,61;Données Consolidées
1997-07;"Total generation";36,83;Données Consolidées
1997-08;"Total generation";34,63;Données Consolidées
1997-09;"Total generation";35,96;Données Consolidées
1997-10;"Total generation";41,12;Données Consolidées
1997-11;"Total generation";42,49;Données Consolidées
1997-12;"Total generation";46,31;Données Consolidées
1998-01;"Total generation";48,66;Données Consolidées
1998-02;"Total generation";43,12;Données Consolidées
1998-03;"Total generation";44,82;Données Consolidées
1998-04;"Total generation";41,53;Données Consolidées
1998-05;"Total generation";37,81;Données Consolidées
1998-06;"Total generation";36,43;Données Consolidées
1998-07;"Total generation";35,98;Données Consolidées
1998-08;"Total generation";30,74;Données Consolidées
1998-09;"Total generation";34,6;Données Consolidées
1998-10;"Total generation";41;Données Consolidées
1998-11;"Total generation";44,66;Données Consolidées
1998-12;"Total generation";47,62;Données Consolidées
1999-01;"Total generation";47,46;Données Consolidées
1999-02;"Total generation";44,55;Données Consolidées
1999-03;"Total generation";44,47;Données Consolidées
1999-04;"Total generation";41,45;Données Consolidées
1999-05;"Total generation";37,24;Données Consolidées
1999-06;"Total generation";36,53;Données Consolidées
1999-07;"Total generation";38,26;Données Consolidées
1999-08;"Total generation";35,63;Données Consolidées
1999-09;"Total generation";37,72;Données Consolidées
1999-10;"Total generation";41,99;Données Consolidées
1999-11;"Total generation";45,65;Données Consolidées
1999-12;"Total generation";49,35;Données Consolidées
2000-01;"Total generation";50,13;Données Consolidées
2000-02;"Total generation";45,88;Données Consolidées
2000-03;"Total generation";46,86;Données Consolidées
2000-04;"Total generation";42,8;Données Consolidées
2000-05;"Total generation";39,85;Données Consolidées
2000-06;"Total generation";38,05;Données Consolidées
2000-07;"Total generation";38,75;Données Consolidées
2000-08;"Total generation";37,1;Données Consolidées
2000-09;"Total generation";38,41;Données Consolidées
2000-10;"Total generation";42,83;Données Consolidées
2000-11;"Total generation";47,28;Données Consolidées
2000-12;"Total generation";48,75;Données Consolidées
2001-01;"Total generation";51,3;Données Consolidées
2001-02;"Total generation";44,5;Données Consolidées
2001-03;"Total generation";46,44;Données Consolidées
2001-04;"Total generation";42,67;Données Consolidées
2001-05;"Total generation";39,65;Données Consolidées
2001-06;"Total generation";37,76;Données Consolidées
2001-07;"Total generation";39,41;Données Consolidées
2001-08;"Total generation";36,87;Données Consolidées
2001-09;"Total generation";39,13;Données Consolidées
2001-10;"Total generation";43,37;Données Consolidées
2001-11;"Total generation";48,69;Données Consolidées
2001-12;"Total generation";52,04;Données Consolidées
2002-01;"Total generation";52,63;Données Consolidées
2002-02;"Total generation";45,2;Données Consolidées
2002-03;"Total generation";47,26;Données Consolidées
2002-04;"Total generation";43,68;Données Consolidées
2002-05;"Total generation";42,29;Données Consolidées
2002-06;"Total generation";39,61;Données Consolidées
2002-07;"Total generation";40,14;Données Consolidées
2002-08;"Total generation";36,84;Données Consolidées
2002-09;"Total generation";39,79;Données Consolidées
2002-10;"Total generation";44,59;Données Consolidées
2002-11;"Total generation";48,08;Données Consolidées
2002-12;"Total generation";52,71;Données Consolidées
2003-01;"Total generation";56,02;Données Consolidées
2003-02;"Total generation";50,62;Données Consolidées
2003-03;"Total generation";48,13;Données Consolidées
2003-04;"Total generation";43,4;Données Consolidées
2003-05;"Total generation";40,66;Données Consolidées
2003-06;"Total generation";38,89;Données Consolidées
2003-07;"Total generation";40,07;Données Consolidées
2003-08;"Total generation";36,61;Données Consolidées
2003-09;"Total generation";38,26;Données Consolidées
2003-10;"Total generation";44,77;Données Consolidées
2003-11;"Total generation";48,39;Données Consolidées
2003-12;"Total generation";53,58;Données Consolidées
2004-01;"Total generation";55,18;Données Consolidées
2004-02;"Total generation";48,76;Données Consolidées
2004-03;"Total generation";49,83;Données Consolidées
2004-04;"Total generation";43,63;Données Consolidées
2004-05;"Total generation";41,51;Données Consolidées
2004-06;"Total generation";39,54;Données Consolidées
2004-07;"Total generation";39,73;Données Consolidées
2004-08;"Total generation";37,39;Données Consolidées
2004-09;"Total generation";39,96;Données Consolidées
2004-10;"Total generation";45,14;Données Consolidées
2004-11;"Total generation";49,67;Données Consolidées
2004-12;"Total generation";55,11;Données Consolidées
2005-01;"Total generation";54,35;Données Consolidées
2005-02;"Total generation";49,39;Données Consolidées
2005-03;"Total generation";49,5;Données Consolidées
2005-04;"Total generation";43,43;Données Consolidées
2005-05;"Total generation";42,32;Données Consolidées
2005-06;"Total generation";40,76;Données Consolidées
2005-07;"Total generation";39,6;Données Consolidées
2005-08;"Total generation";38,84;Données Consolidées
2005-09;"Total generation";40,45;Données Consolidées
2005-10;"Total generation";43,29;Données Consolidées
2005-11;"Total generation";49,64;Données Consolidées
2005-12;"Total generation";55,22;Données Consolidées
2006-01;"Total generation";55,69;Données Consolidées
2006-02;"Total generation";47,9;Données Consolidées
2006-03;"Total generation";49,87;Données Consolidées
2006-04;"Total generation";44,99;Données Consolidées
2006-05;"Total generation";42,36;Données Consolidées
2006-06;"Total generation";40,21;Données Consolidées
2006-07;"Total generation";40,21;Données Consolidées
2006-08;"Total generation";38,74;Données Consolidées
2006-09;"Total generation";41,02;Données Consolidées
2006-10;"Total generation";44,02;Données Consolidées
2006-11;"Total generation";47,98;Données Consolidées
2006-12;"Total generation";52,78;Données Consolidées
2007-01;"Total generation";53,19;Données Consolidées
2007-02;"Total generation";47,93;Données Consolidées
2007-03;"Total generation";50,19;Données Consolidées
2007-04;"Total generation";40,83;Données Consolidées
2007-05;"Total generation";41,04;Données Consolidées
2007-06;"Total generation";40,81;Données Consolidées
2007-07;"Total generation";40,89;Données Consolidées
2007-08;"Total generation";40,06;Données Consolidées
2007-09;"Total generation";40,48;Données Consolidées
2007-10;"Total generation";45,31;Données Consolidées
2007-11;"Total generation";47,16;Données Consolidées
2007-12;"Total generation";53,18;Données Consolidées
2008-01;"Total generation";54,57;Données Consolidées
2008-02;"Total generation";49,9;Données Consolidées
2008-03;"Total generation";49,84;Données Consolidées
2008-04;"Total generation";45,61;Données Consolidées
2008-05;"Total generation";41,38;Données Consolidées
2008-06;"Total generation";39,98;Données Consolidées
2008-07;"Total generation";40,69;Données Consolidées
2008-08;"Total generation";38,4;Données Consolidées
2008-09;"Total generation";39,61;Données Consolidées
2008-10;"Total generation";42,55;Données Consolidées
2008-11;"Total generation";47,9;Données Consolidées
2008-12;"Total generation";54,61;Données Consolidées
2009-01;"Total generation";57,77;Données Consolidées
2009-02;"Total generation";50,2;Données Consolidées
2009-03;"Total generation";49,07;Données Consolidées
2009-04;"Total generation";40,51;Données Consolidées
2009-05;"Total generation";39,3;Données Consolidées
2009-06;"Total generation";35,94;Données Consolidées
2009-07;"Total generation";36,72;Données Consolidées
2009-08;"Total generation";35,02;Données Consolidées
2009-09;"Total generation";35,83;Données Consolidées
2009-10;"Total generation";39,42;Données Consolidées
2009-11;"Total generation";43,2;Données Consolidées
2009-12;"Total generation";51,82;Données Consolidées
2010-01;"Total generation";56,54;Données Consolidées
2010-02;"Total generation";50,41;Données Consolidées
2010-03;"Total generation";51,07;Données Consolidées
2010-04;"Total generation";41,69;Données Consolidées
2010-05;"Total generation";39,85;Données Consolidées
2010-06;"Total generation";40,22;Données Consolidées
2010-07;"Total generation";41,06;Données Consolidées
2010-08;"Total generation";39,5;Données Consolidées
2010-09;"Total generation";39,22;Données Consolidées
2010-10;"Total generation";42,12;Données Consolidées
2010-11;"Total generation";49,44;Données Consolidées
2010-12;"Total generation";58,97;Données Consolidées
2011-01;"Total generation";58,23;Données Consolidées
2011-02;"Total generation";50,39;Données Consolidées
2011-03;"Total generation";50,7;Données Consolidées
2011-04;"Total generation";41,03;Données Consolidées
2011-05;"Total generation";41,07;Données Consolidées
2011-06;"Total generation";40,35;Données Consolidées
2011-07;"Total generation";40,91;Données Consolidées
2011-08;"Total generation";38,5;Données Consolidées
2011-09;"Total generation";38,97;Données Consolidées
2011-10;"Total generation";42,44;Données Consolidées
2011-11;"Total generation";46,28;Données Consolidées
2011-12;"Total generation";53,65;Données Consolidées
2012-01;"Total generation";57,18;Données Consolidées
2012-02;"Total generation";54,42;Données Consolidées
2012-03;"Total generation";48,58;Données Consolidées
2012-04;"Total generation";44,19;Données Consolidées
2012-05;"Total generation";40,43;Données Consolidées
2012-06;"Total generation";37,52;Données Consolidées
2012-07;"Total generation";37,91;Données Consolidées
2012-08;"Total generation";36,34;Données Consolidées
2012-09;"Total generation";38,04;Données Consolidées
2012-10;"Total generation";42,99;Données Consolidées
2012-11;"Total generation";49,23;Données Consolidées
2012-12;"Total generation";54,72;Données Consolidées
2013-01;"Total generation";57,74;Données Consolidées
2013-02;"Total generation";52,26;Données Consolidées
2013-03;"Total generation";51,88;Données Consolidées
2013-04;"Total generation";44,12;Données Consolidées
2013-05;"Total generation";43,38;Données Consolidées
2013-06;"Total generation";39,34;Données Consolidées
2013-07;"Total generation";40,85;Données Consolidées
2013-08;"Total generation";38,43;Données Consolidées
2013-09;"Total generation";38,61;Données Consolidées
2013-10;"Total generation";41,76;Données Consolidées
2013-11;"Total generation";48,53;Données Consolidées
2013-12;"Total generation";53,56;Données Consolidées
2014-01;"Total generation";55,74;Données Consolidées
2014-02;"Total generation";49,33;Données Consolidées
2014-03;"Total generation";48,03;Données Consolidées
2014-04;"Total generation";40,57;Données Consolidées
2014-05;"Total generation";41,64;Données Consolidées
2014-06;"Total generation";39,14;Données Consolidées
2014-07;"Total generation";42,51;Données Consolidées
2014-08;"Total generation";39,22;Données Consolidées
2014-09;"Total generation";38,99;Données Consolidées
2014-10;"Total generation";41,16;Données Consolidées
2014-11;"Total generation";46,93;Données Consolidées
2014-12;"Total generation";54,53;Données Consolidées
2015-01;"Total generation";58,1;Données Consolidées
2015-02;"Total generation";51,97;Données Consolidées
2015-03;"Total generation";50,5;Données Consolidées
2015-04;"Total generation";41,35;Données Consolidées
2015-05;"Total generation";40,48;Données Consolidées
2015-06;"Total generation";39,76;Données Consolidées
2015-07;"Total generation";41,54;Données Consolidées
2015-08;"Total generation";38,81;Données Consolidées
2015-09;"Total generation";38,93;Données Consolidées
2015-10;"Total generation";44,38;Données Consolidées
2015-11;"Total generation";47,38;Données Consolidées
2015-12;"Total generation";51,59;Données Consolidées
2016-01;"Total generation";55,9;Données Consolidées
2016-02;"Total generation";51,9;Données Consolidées
2016-03;"Total generation";51,96;Données Consolidées
2016-04;"Total generation";43,1;Données Consolidées
2016-05;"Total generation";40,58;Données Consolidées
2016-06;"Total generation";39,96;Données Consolidées
2016-07;"Total generation";38,38;Données Consolidées
2016-08;"Total generation";35,98;Données Consolidées
2016-09;"Total generation";36,38;Données Consolidées
2016-10;"Total generation";39,87;Données Consolidées
2016-11;"Total generation";45,43;Données Consolidées
2016-12;"Total generation";51,16;Données Consolidées
2017-01;"Total generation";57,15;Données Consolidées
2017-02;"Total generation";47,96;Données Consolidées
2017-03;"Total generation";49,69;Données Consolidées
2017-04;"Total generation";42,48;Données Consolidées
2017-05;"Total generation";41,47;Données Consolidées
2017-06;"Total generation";37,29;Données Consolidées
2017-07;"Total generation";38,83;Données Consolidées
2017-08;"Total generation";37,1;Données Consolidées
2017-09;"Total generation";38,59;Données Consolidées
2017-10;"Total generation";39,63;Données Consolidées
2017-11;"Total generation";44,89;Données Consolidées
2017-12;"Total generation";53,21;Données Consolidées
2018-01;"Total generation";56,64;Données Consolidées
2018-02;"Total generation";53,64;Données Consolidées
2018-03;"Total generation";52,36;Données Consolidées
2018-04;"Total generation";42,66;Données Consolidées
2018-05;"Total generation";42,65;Données Consolidées
2018-06;"Total generation";40,65;Données Consolidées
2018-07;"Total generation";41,19;Données Consolidées
2018-08;"Total generation";37,19;Données Consolidées
2018-09;"Total generation";38,81;Données Consolidées
2018-10;"Total generation";42,27;Données Consolidées
2018-11;"Total generation";46,23;Données Consolidées
2018-12;"Total generation";53,28;Données Consolidées
2019-01;"Total generation";55,82;Données Consolidées
2019-02;"Total generation";50,11;Données Consolidées
2019-03;"Total generation";50,35;Données Consolidées
2019-04;"Total generation";42,64;Données Consolidées
2019-05;"Total generation";43,57;Données Consolidées
2019-06;"Total generation";40,11;Données Consolidées
2019-07;"Total generation";40,48;Données Consolidées
2019-08;"Total generation";37,56;Données Consolidées
2019-09;"Total generation";37,52;Données Consolidées
2019-10;"Total generation";41,03;Données Consolidées
2019-11;"Total generation";45,8;Données Consolidées
2019-12;"Total generation";51,1;Données Consolidées
2020-01;"Total generation";54,6;Données Consolidées
2020-02;"Total generation";50,67;Données Consolidées
2020-03;"Total generation";47,93;Données Consolidées
2020-04;"Total generation";36,82;Données Consolidées
2020-05;"Total generation";37,63;Données Consolidées
2020-06;"Total generation";34,47;Données Consolidées
2020-07;"Total generation";34,46;Données Consolidées
2020-08;"Total generation";33,54;Données Consolidées
2020-09;"Total generation";32,16;Données Consolidées
2020-10;"Total generation";41,72;Données Consolidées
2020-11;"Total generation";45,1;Données Consolidées
2020-12;"Total generation";50,62;Données Consolidées
2021-01;"Total generation";55,37;Données Consolidées
2021-02;"Total generation";46,9;Données Consolidées
2021-03;"Total generation";47,51;Données Consolidées
2021-04;"Total generation";39,5;Données Consolidées
2021-05;"Total generation";41,37;Données Consolidées
2021-06;"Total generation";39,21;Données Consolidées
2021-07;"Total generation";40,5;Données Consolidées
2021-08;"Total generation";39,14;Données Consolidées
2021-09;"Total generation";38,47;Données Consolidées
2021-10;"Total generation";41,76;Données Consolidées
2021-11;"Total generation";44,35;Données Consolidées
2021-12;"Total generation";48,31;Données Consolidées
2022-01;"Total generation";52,17;Données Consolidées
2022-02;"Total generation";45,65;Données Consolidées
2022-03;"Total generation";42,53;Données Consolidées
2022-04;"Total generation";36,53;Données Consolidées
2022-05;"Total generation";33,9;Données Consolidées
2022-06;"Total generation";31,64;Données Consolidées
2022-07;"Total generation";30,84;Données Consolidées
2022-08;"Total generation";29,05;Données Consolidées
2022-09;"Total generation";28,95;Données Consolidées
2022-10;"Total generation";32,77;Données Consolidées
2022-11;"Total generation";36,75;Données Consolidées
2022-12;"Total generation";44,98;Données Consolidées
2023-01;"Total generation";48,88;Données Consolidées
2023-02;"Total generation";43,13;Données Consolidées
2023-03;"Total generation";42,54;Données Consolidées
2023-04;"Total generation";38,44;Données Consolidées
2023-05;"Total generation";39,01;Données Consolidées
2023-06;"Total generation";35,95;Données Consolidées
2023-07;"Total generation";36,85;Données Consolidées
2023-08;"Total generation";35,57;Données Consolidées
2023-09;"Total generation";37,04;Données Consolidées
2023-10;"Total generation";40,18;Données Consolidées
2023-11;"Total generation";45,35;Données Consolidées
2023-12;"Total generation";50,67;Données Consolidées
2024-01;"Total generation";55;Données Consolidées
2024-02;"Total generation";47,51;Données Consolidées
2024-03;"Total generation";47,22;Données Consolidées
2024-04;"Total generation";41,27;Données Consolidées
2024-05;"Total generation";42,07;Données Consolidées
2024-06;"Total generation";39,53;Données Consolidées
2024-07;"Total generation";41,46;Données Consolidées
2024-08;"Total generation";39,84;Données Consolidées
2024-09;"Total generation";39,54;Données Consolidées
2024-10;"Total generation";43,05;Données Consolidées
2024-11;"Total generation";47,37;Données Consolidées
2024-12;"Total generation";53,48;Données Consolidées
2025-01;"Total generation";57,13;Données Consolidées
2025-02;"Total generation";47,59;Données Consolidées
2025-03;"Total generation";46,91;Données provisoires
